mode,rouge-1,rouge-L,highlight-p,highlight-r,highlight-f1
A_ONLY_BART_predictions1,0.5611796416651156,0.28445506738021126,0.0791738661121625,0.3036263196583567,0.12300011038540921
A_ONLY_LED_predictions,0.11253180262195306,0.05463271934728338,0.1983450777318431,0.049917725519642415,0.07123478329741526
A_TAG_BART_LARGE_predictions,0.6418489836800105,0.3845011845440137,0.054058325187480806,0.26626344734610863,0.08418113576432618
A_TAG_BART_predictions1,0.601846949449381,0.35706123953787283,0.05438483242771571,0.29955417946400054,0.08822763752335963
A_TAG_LED_predictions,0.26581395324157475,0.14492108266591416,0.15825826562051212,0.059599517400465304,0.07066295894358385
B_TEXT_BART_LARGE_predictions,0.6563517918352616,0.3523771830638873,0.0498484881208662,0.3383886701087038,0.08363690709863666
B_TEXT_BART_predictions1,0.6210933124019637,0.3482410374750328,0.057129418154403935,0.3224917360973067,0.09238745816719675
B_TEXT_LED_predictions,0.33931551863191867,0.16084715924859763,0.1716969280708076,0.12253300171347334,0.11599180007906074
